1,1,0.0,0.0,2.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,109.0,31.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,24.0,0.0,0.0,0.0,56.0,0.0,90.0,21.0,0.0,55.0,3.0,0.0,0.0,0.0,0.0,280.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,33.0,55.0,0.0,0.0,55.0,1.0,0.0,0.0,6.0,159.0,163.0,2.0,4.0,0.0,0.0,55.0,43.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,55.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,70.0,0.0,0.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,55.0,26.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,54.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,55.0,0.0,0.0,0.0,24.0,0.0,109.0
1,2,56.0,63.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,88.0,2.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,40.0,31.0,0.0,48.0,1.0,5.0,33.0,0.0,31.0,1.0,0.0,16.0,3.0,45.0,0.0,0.0,123.0,38.0,0.0,99.0,0.0,4.0,56.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,52.0,8.0,0.0,0.0,0.0,54.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,67.0,0.0,53.0,0.0,49.0,0.0,0.0,0.0,50.0,51.0,0.0,0.0,0.0,0.0,105.0,57.0,0.0,1.0,1.0,0.0,52.0,0.0,0.0,0.0,47.0,66.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,91.0,125.0,47.0,47.0,52.0,0.0,0.0,0.0,0.0,104.0,35.0,0.0,0.0,0.0,38.0,19.0,72.0,31.0,0.0,4.0,25.0,0.0,0.0,0.0,0.0,52.0,47.0,0.0,44.0,5.0,52.0,0.0,56.0,0.0,0.0,0.0,16.0,52.0,0.0,22.0,0.0,20.0,106.0,2.0,6.0,0.0,96.0,0.0,0.0,0.0,50.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,65.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,17.0,0.0,5.0,0.0,52.0,0.0,0.0,81.0,25.0,0.0,0.0,2.0,0.0,0.0
1,3,52.0,6.0,3.0,0.0,0.0,50.0,0.0,144.0,4.0,56.0,151.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,8.0,0.0,45.0,0.0,52.0,0.0,103.0,0.0,52.0,152.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,172.0,1.0,0.0,0.0,0.0,41.0,52.0,0.0,1.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,4.0,53.0,0.0,0.0,0.0,52.0,0.0,156.0,49.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,2.0,104.0,0.0,83.0,45.0,6.0,0.0,47.0,52.0,0.0,59.0,34.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,8.0,53.0,41.0,83.0,0.0,0.0,0.0,0.0,0.0,58.0,3.0,21.0,7.0,0.0,5.0,31.0,104.0,0.0,0.0,0.0,59.0,0.0,52.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,82.0,59.0,0.0,0.0,0.0,14.0,0.0,42.0,0.0,35.0,52.0,124.0,0.0,1.0,0.0,2.0,1.0,0.0,17.0,0.0,52.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,113.0,4.0,0.0,0.0,0.0,0.0,0.0
1,4,61.0,0.0,147.0,0.0,0.0,0.0,1.0,47.0,13.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,26.0,53.0,0.0,9.0,0.0,23.0,0.0,21.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,52.0,0.0,0.0,50.0,0.0,0.0,0.0,16.0,80.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,55.0,5.0,0.0,0.0,0.0,4.0,0.0,53.0,59.0,0.0,0.0,53.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,160.0,6.0,0.0,0.0,0.0,0.0,53.0,0.0,6.0,28.0,0.0,0.0,85.0,52.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,30.0,19.0,0.0,32.0,0.0,0.0,0.0,59.0,53.0,0.0,53.0,0.0,0.0,2.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43.0,0.0,0.0,12.0,26.0,9.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,42.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,19.0,0.0,0.0,2.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,53.0
1,5,0.0,54.0,70.0,1.0,0.0,0.0,0.0,59.0,8.0,33.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,53.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,108.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,77.0,48.0,51.0,0.0,9.0,0.0,15.0,0.0,0.0,0.0,135.0,2.0,1.0,0.0,0.0,52.0,0.0,0.0,13.0,0.0,95.0,0.0,23.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,49.0,0.0,53.0,0.0,0.0,0.0,53.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,23.0,46.0,0.0,0.0,0.0,0.0,53.0,0.0,52.0,48.0,0.0,53.0,0.0,53.0,32.0,0.0,0.0,17.0,0.0,0.0,106.0,62.0,53.0,66.0,49.0,16.0,0.0,0.0,0.0,53.0,72.0,43.0,0.0,53.0,59.0,0.0,92.0,52.0,0.0,15.0,10.0,0.0,0.0,58.0,0.0,0.0,18.0,0.0,0.0,0.0,13.0,0.0,53.0,0.0,50.0,0.0,39.0,0.0,0.0,0.0,0.0,11.0,52.0,0.0,53.0,0.0,39.0,0.0,0.0,0.0,26.0,74.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,55.0,1.0,0.0,0.0,4.0,0.0,86.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,2.0
2,1,87.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,18.0,108.0,0.0,0.0,16.0,6.0,85.0,0.0,0.0,0.0,42.0,0.0,0.0,85.0,0.0,0.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,5.0,35.0,52.0,0.0,7.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,52.0,42.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,52.0,77.0,0.0,142.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,38.0,10.0,0.0,0.0,0.0,0.0,47.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,97.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,50.0,0.0,18.0,0.0,156.0,2.0,0.0,0.0,4.0,0.0,160.0,29.0,0.0,23.0,12.0,0.0,0.0,0.0,51.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,44.0,52.0,0.0,0.0,31.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,69.0,21.0,0.0,0.0,104.0,52.0,0.0,0.0,0.0,1.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2,2,102.0,0.0,0.0,18.0,0.0,33.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,49.0,18.0,0.0,23.0,0.0,0.0,0.0,8.0,1.0,0.0,13.0,0.0,49.0,0.0,0.0,47.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,26.0,49.0,0.0,0.0,0.0,7.0,82.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,49.0,0.0,0.0,31.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,66.0,11.0,36.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,98.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,23.0,0.0,49.0,47.0,0.0,0.0,0.0,15.0,123.0,0.0,0.0,0.0,138.0,0.0,0.0,38.0,0.0,0.0,115.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,98.0,0.0,57.0,0.0,0.0,0.0,1.0,0.0,98.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,70.0,25.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,72.0,0.0,32.0,0.0,0.0,0.0,16.0,0.0,0.0,52.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,123.0,0.0,26.0,0.0,0.0,6.0,1.0,0.0,0.0,108.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,53.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,5.0,0.0,54.0,0.0,0.0,0.0,61.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,54.0,0.0,0.0,10.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,39.0,15.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,108.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,56.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,54.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,17.0,108.0,99.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0
2,4,54.0,0.0,0.0,35.0,0.0,24.0,53.0,0.0,0.0,160.0,0.0,107.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,106.0,0.0,53.0,0.0,0.0,29.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,70.0,0.0,1.0,26.0,53.0,0.0,0.0,53.0,48.0,0.0,53.0,0.0,0.0,101.0,7.0,0.0,45.0,0.0,0.0,4.0,53.0,0.0,0.0,5.0,0.0,41.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,35.0,10.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,80.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,71.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,16.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,6.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,53.0,0.0,71.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,0.0,0.0,53.0,151.0,0.0,14.0,15.0,0.0,0.0,53.0,0.0,0.0
2,5,96.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,54.0,43.0,0.0,0.0,4.0,54.0,0.0,0.0,0.0,0.0,108.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,92.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,54.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,106.0,0.0,2.0,0.0,0.0,0.0,54.0,0.0,0.0,3.0,0.0,54.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,49.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,65.0,0.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,3.0,0.0,60.0,0.0,39.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,54.0,40.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
