1,1,0.0440798,0.00036322,1.08424E-005,0,0.000124688,0.000189742,0,0,0,0,0,0,0,0,0,0,0.00115472,9.21604E-005,1.08424E-005,0,0.00254254,0.022498,0.00031443,5.4212E-006,0,0.000027106,0.000124688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0.0441803,0.000288547,0,0,0.000250437,0.00026677,5.44428E-006,0,0,0,0,0,0,0,0,0,0.000963638,7.07756E-005,0,0,0.00292902,0.021592,0.000217771,5.44428E-006,0,7.07756E-005,0.000108886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0.0431561,0.000386538,5.44419E-006,0,0.000310319,0.00033754,5.44419E-006,0,0,0,0,0,0,0,0,0,0.00109428,9.25513E-005,5.44419E-006,0,0.00252066,0.0223212,0.000255877,0,1.08884E-005,0.000027221,0.00016877,0,0,0,0,0,5.44419E-006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.929296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,0.0435503,0.000255188,5.42953E-006,0,0.00022804,0.00022804,0,0,0,0,0,0,0,0,0,0,0.00103161,0.000162886,0,0,0.00444136,0.020263,0.000255188,0,5.42953E-006,4.34362E-005,0.000135738,5.42953E-006,0,0,0,0,1.08591E-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.929378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,0.0440407,0.000422686,1.08381E-005,0,0.000211343,0.000249277,0,0,0,0,0,0,0,0,0,0,0.0010513,9.21239E-005,5.41906E-006,0,0.00219472,0.0235837,0.000260115,5.41906E-006,0,1.62572E-005,0.000195086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0.0440561,0.000352579,1.08486E-005,0,7.05157E-005,0.000173577,0,0,0,0,0,0,0,0,0,0,0.000537004,4.88186E-005,5.42429E-006,0,0.00226193,0.0220118,0.000298336,5.42429E-006,0,1.08486E-005,0.000119334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.930038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0.0443691,0.000348292,5.44206E-006,0,0.000179588,0.000206798,0,0,0,0,0,0,0,0,0,0,0.000424481,4.35365E-005,0,0,0.00252512,0.0214689,0.000250335,5.44206E-006,0,1.63262E-005,0.000152378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.930004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,0.0440151,0.000347817,1.08693E-005,0,0.000342382,0.000461944,1.08693E-005,0,0,0,0,0,0,0,0,0,0.000326078,2.17385E-005,0,0,0.00243472,0.0222114,0.000233689,0,1.08693E-005,3.26078E-005,0.000298905,5.43463E-006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.929236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,0.0441888,0.000411511,1.08292E-005,0,0.000265317,0.000346536,0,0,0,0,0,0,0,0,0,0,0.000395268,1.08292E-005,5.41462E-006,0,0.00215502,0.0230609,0.000227414,5.41462E-006,1.08292E-005,0.000043317,0.000351951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,0.0495987,0.000385244,0.000005426,0,0.00028215,0.000184483,0,0,0,0.000005426,0,0,0,0,0,0,0.000466633,4.34077E-005,0,0,0.00900168,0.0173414,0.000775913,0,0.000005426,2.71298E-005,0.00028215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
